image_path,prompt,model_name,consistency,bias,image_quality,hallucination,overall_score,other_notes,generator_model,domain,reward_score
/root/outputs_local/dreamshaper-8/Anatomy/0032-hi.png,3 भुजाओं वाले एक हिंदू देवता का स्केच।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows three women, not a sketch of a 3-armed Hindu deity.",dreamshaper-8,Anatomy,-0.3445288836956024
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0012-hi.png,5 पैरों पर खड़ी एक उत्परिवर्ती (म्यूटेंट) बिल्ली की तस्वीर।,models/gemini-2.5-flash,1,1,5,1,1,"The image shows a waterfall and lush greenery, completely unrelated to the prompt's request for a mutant cat.",dreamlike-photoreal-2.0,Counting,-0.18779106438159943
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Action/0186-en.png,"A basketball flattened on the ground, not bouncing.",models/gemini-2.5-flash,5,1,4,5,5,"The basketball is clearly deflated and resting on the ground, matching the prompt perfectly.",Realistic_Vision_V6.0_B1_noVAE,Action,-0.16907571256160736
/root/outputs_local/dreamshaper-8/Impossible/0111-en.png,A campfire burning brightly underwater on the ocean floor.,models/gemini-2.5-flash,5,1,5,1,5,Image perfectly depicts a brightly burning campfire underwater on the ocean floor as requested.,dreamshaper-8,Impossible,1.0397887229919434
/root/outputs_local/dreamlike-photoreal-2.0/Action/0196-en.png,A candle with a black wick and no flame.,models/gemini-2.5-flash,1,1,4,4,1,"The prompt specified 'no flame', but the image clearly shows a lit candle with a flame.",dreamlike-photoreal-2.0,Action,-0.3103880286216736
/root/outputs_local/dreamlike-photoreal-2.0/Texture/0171-en.png,A car made entirely of transparent glass.,models/gemini-2.5-flash,2,1,4,1,2,"The car is not made entirely of transparent glass; it has an opaque, colored body with some transparent windows.",dreamlike-photoreal-2.0,Texture,0.23657484352588654
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0086-en.png,"A cat sitting next to a cardboard box, not inside it.",models/gemini-2.5-flash,2,3,5,5,2,"Cat is inside the large box, directly contradicting 'not inside it' from the prompt.",dreamlike-photoreal-2.0,Spatial,-0.09524183720350266
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Impossible/0116-en.png,A city street where the rain is falling upwards towards the sky.,models/gemini-2.5-flash,5,1,4,1,5,Successfully depicts the surreal concept of rain falling upwards with glowing streaks.,Realistic_Vision_V6.0_B1_noVAE,Impossible,0.21492327749729156
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0091-en.png,A clean white dinner plate that has no food on it.,models/gemini-2.5-flash,5,1,5,1,5,"The image perfectly depicts a clean white dinner plate with no food, as requested.",dreamlike-photoreal-2.0,Spatial,1.4621386528015137
/root/outputs_local/stable-diffusion-v1-5/Text/0066-en.png,A close up of a gold badge that says 'POLICE'.,models/gemini-2.5-flash,4,1,4,2,4,"Main text 'POLICE' is clear, but other garbled text is also present on the badge.",stable-diffusion-v1-5,Text,1.0936970710754395
/root/outputs_local/dreamshaper-8/Color/0156-en.png,A close-up of a blue strawberry.,models/gemini-2.5-flash,5,1,5,1,5,Perfectly matches the prompt: a close-up of a blue strawberry. High quality and visually striking.,dreamshaper-8,Color,0.41974201798439026
/root/outputs_local/dreamshaper-8/Text/0071-en.png,A computer screen displaying a red box with the text 'ERROR'.,models/gemini-2.5-flash,2,3,3,2,2,Screen has red elements but 'ERROR' text is not visible; text is mostly gibberish or barcode-like.,dreamshaper-8,Text,0.7007359862327576
/root/outputs_local/stable-diffusion-v1-5/Geometry/0141-en.png,A cube floating in the air casting a shadow that is a circle.,models/gemini-2.5-flash,2,1,5,3,2,"The image shows a sphere instead of a cube, though it correctly floats and casts a circular shadow.",stable-diffusion-v1-5,Geometry,0.5042435526847839
/root/outputs_local/stable-diffusion-v1-5/Impossible/0101-en.png,"A goldfish swimming inside a lightbulb filled with air, not water.",models/gemini-2.5-flash,5,3,5,5,5,"Image perfectly depicts a goldfish inside an air-filled lightbulb, matching all prompt details.",stable-diffusion-v1-5,Impossible,2.5687475204467773
/root/outputs_local/stable-diffusion-v1-5/Counting/0006-en.png,"A human hand waving, but it has only 4 fingers.",models/gemini-2.5-flash,5,1,4,1,5,"Hand has 4 digits (thumb + 3 fingers), matching 'only 4 fingers' prompt. Appears to be waving.",stable-diffusion-v1-5,Counting,0.35175570845603943
/root/outputs_local/dreamshaper-8/Geometry/0146-en.png,A landscape photo where the horizon line is vertical instead of horizontal.,models/gemini-2.5-flash,4,1,5,1,4,"Clever interpretation of 'vertical horizon' with the steep cliffs meeting the sea, creating a strong diagonal.",dreamshaper-8,Geometry,-0.21788103878498077
/root/outputs_local/dreamlike-photoreal-2.0/Color/0151-en.png,A landscape with bright blue grass and a red sky.,models/gemini-2.5-flash,4,1,5,1,4,"Sky is very red, and a significant portion of the grass has a distinct blue/cyan hue.",dreamlike-photoreal-2.0,Color,2.3479490280151367
/root/outputs_local/stable-diffusion-v1-5/Counting/0021-en.png,A macro shot of exactly 2 gold coins lying on black velvet.,models/gemini-2.5-flash,1,3,4,4,1,"Prompt requested 'exactly 2 coins', but many more are visible in the image.",stable-diffusion-v1-5,Counting,-0.25071287155151367
/root/outputs_local/dreamlike-photoreal-2.0/Geometry/0136-en.png,"A man looking in a mirror, but the reflection shows the back of his head.",models/gemini-2.5-flash,5,1,5,1,5,Image perfectly captures the surreal request of a reflection showing the back of the subject.,dreamlike-photoreal-2.0,Geometry,1.5422461032867432
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Text/0051-en.png,A neon sign on a brick wall that says 'HELLO'.,models/gemini-2.5-flash,3,1,4,3,3,"The neon sign is on a brick wall, but the text does not clearly spell 'HELLO'; it's distorted.",Realistic_Vision_V6.0_B1_noVAE,Text,1.0167347192764282
/root/outputs_local/stable-diffusion-v1-5/Impossible/0121-en.png,A night sky with a moon that is shaped like a square.,models/gemini-2.5-flash,1,3,4,3,1,"The defining feature of the prompt, a square moon, is entirely absent from the image.",stable-diffusion-v1-5,Impossible,0.03514201566576958
/root/outputs_local/dreamlike-photoreal-2.0/Action/0176-en.png,A person running backwards on a track.,models/gemini-2.5-flash,1,5,4,5,1,"The person is running forwards, not backwards, which contradicts the prompt.",dreamlike-photoreal-2.0,Action,-0.13194739818572998
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Counting/0011-en.png,A photo of a mutant cat standing on 5 legs.,models/gemini-2.5-flash,1,3,2,1,1,"The cat clearly has 4 legs, not 5. The 'mutant' aspect is somewhat present in its distorted appearance.",Realistic_Vision_V6.0_B1_noVAE,Counting,-0.31294992566108704
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Spatial/0076-en.png,A photo of an empty park bench with absolutely no dogs nearby.,models/gemini-2.5-flash,5,3,4,5,5,"Image shows multiple empty park benches with no dogs, perfectly matching the prompt.",Realistic_Vision_V6.0_B1_noVAE,Spatial,4.085444450378418
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Geometry/0126-en.png,A photograph of a perfectly triangular window on a building.,models/gemini-2.5-flash,4,1,4,1,4,"The window structure forms a triangular shape, but it's composed of multiple panes rather than a single 'perfectly triangular window'.",Realistic_Vision_V6.0_B1_noVAE,Geometry,2.343541383743286
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Text/0061-en.png,A piece of paper with the word 'Education' written in cursive.,models/gemini-2.5-flash,2,3,5,2,2,The word written on the paper is illegible and not 'Education' as requested in the prompt.,Realistic_Vision_V6.0_B1_noVAE,Text,0.5840105414390564
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Spatial/0096-en.png,A portrait of an old man wearing a hat but no glasses.,models/gemini-2.5-flash,5,5,5,5,5,"Perfectly matches all prompt elements: an old man, a hat, no glasses, and a portrait style.",Realistic_Vision_V6.0_B1_noVAE,Spatial,3.7017292976379395
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0001-en.png,A realistic close-up photo of a human hand showing exactly 6 fingers.,models/gemini-2.5-flash,5,5,5,5,5,"Image perfectly matches the prompt, showing a realistic hand with exactly 6 fingers.",dreamlike-photoreal-2.0,Counting,0.5920829772949219
/root/outputs_local/dreamshaper-8/Anatomy/0026-en.png,"A realistic spider that is missing a leg, so it has only 7 legs.",models/gemini-2.5-flash,5,1,5,1,5,"Spider has 7 legs attached and one detached leg segment, perfectly matching the prompt.",dreamshaper-8,Anatomy,0.2903406322002411
/root/outputs_local/stable-diffusion-v1-5/Impossible/0106-en.png,A red car driving on fluffy white clouds in the sky.,models/gemini-2.5-flash,3,1,4,1,3,"Car is floating in the sky with clouds, but not driving on them as requested by the prompt.",stable-diffusion-v1-5,Impossible,-0.025088828057050705
/root/outputs_local/dreamshaper-8/Texture/0166-en.png,A rock covered in soft fur.,models/gemini-2.5-flash,1,5,4,1,1,"The image shows rocks, but completely lacks the 'soft fur' described in the prompt.",dreamshaper-8,Texture,-0.3212641477584839
/root/outputs_local/stable-diffusion-v1-5/Counting/0016-en.png,A simple wooden table with exactly 3 red apples on it.,models/gemini-2.5-flash,5,1,4,1,5,Image perfectly depicts a simple wooden table with exactly 3 red apples.,stable-diffusion-v1-5,Counting,1.5951204299926758
/root/outputs_local/dreamshaper-8/Anatomy/0031-en.png,A sketch of a Hindu deity with 3 arms.,models/gemini-2.5-flash,2,5,5,5,2,"Prompt requested 3 arms, but the deity in the image clearly has 4 arms.",dreamshaper-8,Anatomy,0.573448896408081
/root/outputs_local/dreamlike-photoreal-2.0/Text/0056-en.png,A soccer player wearing a jersey with the number 7 on it.,models/gemini-2.5-flash,5,3,5,5,5,"Image perfectly matches the prompt, showing a soccer player with number 7 on the jersey.",dreamlike-photoreal-2.0,Text,1.2233816385269165
/root/outputs_local/stable-diffusion-v1-5/Anatomy/0036-en.png,"A surreal painting of a business suit standing up, but with no head or face visible.",models/gemini-2.5-flash,5,1,5,1,5,Image perfectly captures the surreal and headless business suit as described.,stable-diffusion-v1-5,Anatomy,2.1285836696624756
/root/outputs_local/stable-diffusion-v1-5/Spatial/0081-en.png,A table with a red apple on the left and a blue cup on the right.,models/gemini-2.5-flash,4,5,4,4,4,"Main elements (table, red apple on left, blue cup on right) are present and correctly positioned. Extra items not prompted.",stable-diffusion-v1-5,Spatial,0.4358031451702118
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Anatomy/0041-en.png,A white horse with large eagle wings on its back.,models/gemini-2.5-flash,2,5,3,5,2,"The creature has an eagle head and body, not a horse. It does have white wings as requested.",Realistic_Vision_V6.0_B1_noVAE,Anatomy,0.33742907643318176
/root/outputs_local/dreamlike-photoreal-2.0/Action/0191-en.png,A wine glass shattering into pieces.,models/gemini-2.5-flash,1,1,5,5,1,"The image shows wine being poured into an intact glass, completely missing the 'shattering into pieces' aspect of the prompt.",dreamlike-photoreal-2.0,Action,-0.04169871658086777
/root/outputs_local/dreamlike-photoreal-2.0/Color/0161-en.png,A zebra with green and yellow stripes.,models/gemini-2.5-flash,2,5,4,4,2,"The zebra has yellow stripes, but not green stripes as requested. The background is green.",dreamlike-photoreal-2.0,Color,-0.15606938302516937
/root/outputs_local/dreamlike-photoreal-2.0/Action/0183-es.png,Agua saliendo de una botella pero congelándose en el aire al instante.,models/gemini-2.5-flash,5,1,5,1,5,Image perfectly illustrates water freezing mid-air as it's poured in a cold environment.,dreamlike-photoreal-2.0,Action,1.0656895637512207
/root/outputs_local/dreamshaper-8/Geometry/0133-es.png,Escaleras estilo Escher que suben en un bucle infinito.,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a realistic staircase, not an Escher-style impossible loop as requested by the prompt.",dreamshaper-8,Geometry,2.8962178230285645
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Geometry/0131-en.png,Escher-style stairs that go up in an infinite loop.,models/gemini-2.5-flash,5,1,4,1,5,Successfully captures the Escher-esque impossible geometry and infinite loop concept with a surreal style.,Realistic_Vision_V6.0_B1_noVAE,Geometry,3.1159486770629883
/root/outputs_local/dreamshaper-8/Anatomy/0046-en.png,Portrait of a beautiful woman with bright green skin.,models/gemini-2.5-flash,5,3,5,5,5,"The image perfectly matches the prompt, depicting a beautiful woman with bright green skin and green hair/eyes.",dreamshaper-8,Anatomy,1.9359413385391235
/root/outputs_local/dreamshaper-8/Anatomy/0048-es.png,Retrato de una hermosa mujer con la piel de color verde brillante.,models/gemini-2.5-flash,5,5,5,5,5,"Excellent match for the prompt, depicting a beautiful woman with bright green skin as requested.",dreamshaper-8,Anatomy,1.4178967475891113
/root/outputs_local/stable-diffusion-v1-5/Anatomy/0033-es.png,Un boceto de una deidad hindú con 3 brazos.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows horses/mules, not a sketch of a Hindu deity with 3 arms. Complete mismatch with the prompt.",stable-diffusion-v1-5,Anatomy,-0.2449781447649002
/root/outputs_local/dreamshaper-8/Anatomy/0043-es.png,Un caballo blanco con grandes alas de águila en la espalda.,models/gemini-2.5-flash,5,1,5,1,5,"The image perfectly depicts a white horse with large eagle-like wings on its back, as described in the prompt.",dreamshaper-8,Anatomy,-0.03596653416752815
/root/outputs_local/stable-diffusion-v1-5/Impossible/0123-es.png,Un cielo nocturno con una luna que tiene forma cuadrada.,models/gemini-2.5-flash,1,3,4,1,1,"The moon is round, not square as explicitly requested in the prompt.",stable-diffusion-v1-5,Impossible,-0.28029194474220276
/root/outputs_local/dreamlike-photoreal-2.0/Texture/0173-es.png,Un coche hecho enteramente de vidrio transparente.,models/gemini-2.5-flash,2,1,4,4,2,"The car is covered in a translucent fabric, not made entirely of transparent glass as requested.",dreamlike-photoreal-2.0,Texture,0.25651973485946655
/root/outputs_local/dreamshaper-8/Impossible/0108-es.png,Un coche rojo conduciendo sobre nubes blancas y esponjosas en el cielo.,models/gemini-2.5-flash,3,1,5,1,3,"The car is red and in the sky with clouds, but it's floating/flying, not 'driving on' the clouds.",dreamshaper-8,Impossible,0.6602714657783508
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Geometry/0143-es.png,Un cubo flotando en el aire proyectando una sombra que es un círculo.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a person with a cube on the ground, not a floating cube with a circular shadow as requested.",Realistic_Vision_V6.0_B1_noVAE,Geometry,-0.36236825585365295
/root/outputs_local/dreamshaper-8/Spatial/0088-es.png,"Un gato sentado al lado de una caja de cartón, no dentro de ella.",models/gemini-2.5-flash,4,3,5,5,4,"Cat is next to the box, not inside, but is walking/crouching rather than sitting.",dreamshaper-8,Spatial,-0.25184857845306396
/root/outputs_local/dreamlike-photoreal-2.0/Geometry/0138-es.png,"Un hombre mirándose en un espejo, pero el reflejo muestra la parte posterior de su cabeza.",models/gemini-2.5-flash,2,3,5,5,2,"The reflection shows a fragmented front view of a face, not the back of the head as specified in the prompt.",dreamlike-photoreal-2.0,Geometry,0.5130759477615356
/root/outputs_local/dreamshaper-8/Text/0058-es.png,Un jugador de fútbol con una camiseta que tiene el número 7.,models/gemini-2.5-flash,2,1,4,4,2,"The jersey clearly shows the number '12' or a distorted version, not '7' as requested in the prompt.",dreamshaper-8,Text,0.5805603265762329
/root/outputs_local/dreamlike-photoreal-2.0/Text/0053-es.png,Un letrero de neón en una pared de ladrillo que dice 'HELLO'.,models/gemini-2.5-flash,1,3,5,1,1,"Image shows colorful graffiti on a wall, not a neon sign saying 'HELLO'. Core elements are missing.",dreamlike-photoreal-2.0,Text,-0.40614113211631775
/root/outputs_local/dreamshaper-8/Color/0153-es.png,Un paisaje con hierba azul brillante y un cielo rojo.,models/gemini-2.5-flash,1,3,4,1,1,"Sky is blue, not red. No blue grass, but blue water and red trees. Fails on key prompt elements.",dreamshaper-8,Color,-0.10088622570037842
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0103-es.png,"Un pez dorado nadando dentro de una bombilla llena de aire, no de agua.",models/gemini-2.5-flash,1,1,4,5,1,"The image shows abstract toys, not a goldfish swimming in a light bulb filled with air.",dreamlike-photoreal-2.0,Impossible,-0.003618636168539524
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0093-es.png,Un plato de cena blanco y limpio que no tiene comida.,models/gemini-2.5-flash,1,3,4,1,1,"The prompt asks for a plate with no food, but the image clearly shows several food items.",dreamlike-photoreal-2.0,Spatial,-0.3532474935054779
/root/outputs_local/stable-diffusion-v1-5/Color/0158-es.png,Un primer plano de una fresa azul.,models/gemini-2.5-flash,1,3,4,5,1,"The prompt requested a blue strawberry, but the image shows a red strawberry on a blue base.",stable-diffusion-v1-5,Color,-0.26619163155555725
/root/outputs_local/dreamlike-photoreal-2.0/Text/0068-es.png,Un primer plano de una insignia dorada que dice 'POLICE'.,models/gemini-2.5-flash,2,3,5,1,2,"Badge is silver, not golden. Text is garbled ('POICE', 'POLICIC', 'DRCE', 'DUCE') instead of 'POLICE'.",dreamlike-photoreal-2.0,Text,0.7179672122001648
/root/outputs_local/dreamshaper-8/Spatial/0098-es.png,Un retrato de un anciano con sombrero pero sin gafas.,models/gemini-2.5-flash,5,3,5,5,5,"The image perfectly matches all aspects of the prompt: an old man, a hat, no glasses, and a portrait style.",dreamshaper-8,Spatial,3.1714603900909424
/root/outputs_local/dreamlike-photoreal-2.0/Text/0063-es.png,Un trozo de papel con la palabra 'Education' escrita en cursiva.,models/gemini-2.5-flash,1,3,4,5,1,"No piece of paper, no 'Education', and no cursive writing. The image shows a jumble of unrelated letters.",dreamlike-photoreal-2.0,Text,-0.3924199044704437
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0028-es.png,"Una araña realista a la que le falta una pata, por lo que solo tiene 7 patas.",models/gemini-2.5-flash,5,3,5,5,5,"The spider is realistic and clearly has 7 legs, fulfilling the prompt's specific request.",dreamlike-photoreal-2.0,Anatomy,0.1714809238910675
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0118-es.png,"Una calle de la ciudad donde la lluvia cae hacia arriba, hacia el cielo.",models/gemini-2.5-flash,1,1,4,1,1,"The street is wet, but the image completely fails to show rain falling upwards as specified in the prompt.",dreamlike-photoreal-2.0,Impossible,-0.41160380840301514
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Color/0163-es.png,Una cebra con rayas verdes y amarillas.,models/gemini-2.5-flash,2,1,4,1,2,"The image shows a zebra with green and blue/teal stripes, not green and yellow as requested by the prompt.",Realistic_Vision_V6.0_B1_noVAE,Color,0.5811061859130859
/root/outputs_local/dreamlike-photoreal-2.0/Action/0193-es.png,Una copa de vino haciéndose añicos.,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a wine bottle, not a shattering wine glass as requested by the prompt.",dreamlike-photoreal-2.0,Action,-0.13993678987026215
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0113-es.png,Una fogata ardiendo brillantemente bajo el agua en el fondo del océano.,models/gemini-2.5-flash,5,1,5,1,5,"Image perfectly depicts a bonfire burning brightly underwater, as described in the prompt.",dreamlike-photoreal-2.0,Impossible,0.6441813111305237
